date,start_station_code,total_count,member_count,non_member_count
2018-05-31,4000,1161,1018,143
2018-05-31,4001,871,717,154
2018-05-31,4002,1201,1044,157
2018-05-31,5002,53,43,10
2018-05-31,5003,50,39,11
2018-05-31,5004,94,72,22
2018-05-31,5005,122,92,30
2018-05-31,5006,129,102,27
2018-05-31,5007,507,387,120
2018-05-31,6001,1561,1265,296
2018-05-31,6002,985,775,210
2018-05-31,6003,1567,1254,313
2018-05-31,6004,1707,1161,546
2018-05-31,6005,1638,1359,279
2018-05-31,6006,573,522,51
2018-05-31,6007,1462,1150,312
2018-05-31,6008,1621,1352,269
2018-05-31,6009,2629,1908,721
2018-05-31,6011,1767,1570,197
2018-05-31,6012,4544,3613,931
2018-05-31,6013,1510,1211,299
2018-05-31,6014,2010,1449,561
2018-05-31,6015,5957,4972,985
2018-05-31,6016,345,222,123
2018-05-31,6017,730,667,63
2018-05-31,6018,1662,1458,204
2018-05-31,6019,3633,3145,488
2018-05-31,6020,1806,1441,365
2018-05-31,6021,2548,2100,448
2018-05-31,6022,1455,1255,200
2018-05-31,6023,3862,2050,1812
2018-05-31,6024,855,801,54
2018-05-31,6025,933,570,363
2018-05-31,6026,4892,1620,3272
2018-05-31,6027,2159,1832,327
2018-05-31,6029,744,639,105
2018-05-31,6031,868,601,267
2018-05-31,6032,2231,1382,849
2018-05-31,6033,489,418,71
2018-05-31,6034,1867,1432,435
2018-05-31,6035,634,504,130
2018-05-31,6036,4236,1964,2272
2018-05-31,6037,691,465,226
2018-05-31,6038,2322,1844,478
2018-05-31,6039,1954,1552,402
2018-05-31,6040,1451,1117,334
2018-05-31,6041,2001,1723,278
2018-05-31,6042,2508,2250,258
2018-05-31,6043,3328,2961,367
2018-05-31,6044,976,877,99
2018-05-31,6046,3147,2935,212
2018-05-31,6047,1567,1371,196
2018-05-31,6048,1274,1190,84
2018-05-31,6049,2181,1989,192
2018-05-31,6050,3960,1915,2045
2018-05-31,6051,549,518,31
2018-05-31,6052,4453,3014,1439
2018-05-31,6053,918,828,90
2018-05-31,6057,2011,1741,270
2018-05-31,6058,1812,1529,283
2018-05-31,6059,1555,1279,276
2018-05-31,6060,809,703,106
2018-05-31,6061,2421,2069,352
2018-05-31,6062,1663,1286,377
2018-05-31,6063,2693,2221,472
2018-05-31,6064,6401,5462,939
2018-05-31,6065,2263,1751,512
2018-05-31,6066,1024,705,319
2018-05-31,6067,3568,3128,440
2018-05-31,6068,1249,1018,231
2018-05-31,6070,4324,3774,550
2018-05-31,6072,1830,1635,195
2018-05-31,6073,3058,2622,436
2018-05-31,6075,980,785,195
2018-05-31,6076,402,347,55
2018-05-31,6078,2901,2369,532
2018-05-31,6079,2180,1803,377
2018-05-31,6080,2064,1732,332
2018-05-31,6081,1246,993,253
2018-05-31,6082,607,546,61
2018-05-31,6083,1700,1429,271
2018-05-31,6084,298,212,86
2018-05-31,6085,2409,2032,377
2018-05-31,6086,705,599,106
2018-05-31,6087,2301,1925,376
2018-05-31,6088,1359,1074,285
2018-05-31,6089,376,345,31
2018-05-31,6090,409,376,33
2018-05-31,6091,1157,929,228
2018-05-31,6092,2264,1844,420
2018-05-31,6093,1188,956,232
2018-05-31,6094,1284,1162,122
2018-05-31,6095,3067,2527,540
2018-05-31,6096,1239,1095,144
2018-05-31,6097,2119,1695,424
2018-05-31,6098,1741,1290,451
2018-05-31,6099,2124,1482,642
2018-05-31,6100,8609,7296,1313
2018-05-31,6101,1045,939,106
2018-05-31,6102,1419,1241,178
2018-05-31,6103,563,490,73
2018-05-31,6104,2394,2092,302
2018-05-31,6105,1199,1067,132
2018-05-31,6106,751,550,201
2018-05-31,6107,3126,2500,626
2018-05-31,6108,1175,1043,132
2018-05-31,6109,689,177,512
2018-05-31,6110,684,593,91
2018-05-31,6111,1125,967,158
2018-05-31,6112,2948,2536,412
2018-05-31,6113,2012,1736,276
2018-05-31,6114,3593,2861,732
2018-05-31,6115,747,643,104
2018-05-31,6116,1493,1337,156
2018-05-31,6117,1085,949,136
2018-05-31,6118,1736,1468,268
2018-05-31,6119,2167,1847,320
2018-05-31,6120,1764,1555,209
2018-05-31,6121,568,467,101
2018-05-31,6122,426,337,89
2018-05-31,6123,794,656,138
2018-05-31,6124,1125,980,145
2018-05-31,6125,713,561,152
2018-05-31,6126,1004,878,126
2018-05-31,6127,1397,1235,162
2018-05-31,6128,435,382,53
2018-05-31,6129,1759,1537,222
2018-05-31,6130,1056,927,129
2018-05-31,6131,1481,1218,263
2018-05-31,6132,1241,1106,135
2018-05-31,6133,1481,1311,170
2018-05-31,6134,1231,996,235
2018-05-31,6136,6344,5747,597
2018-05-31,6137,2511,2177,334
2018-05-31,6138,1358,1229,129
2018-05-31,6139,712,639,73
2018-05-31,6140,2791,2463,328
2018-05-31,6141,1657,1432,225
2018-05-31,6142,3017,2323,694
2018-05-31,6143,3209,2392,817
2018-05-31,6145,2553,1959,594
2018-05-31,6146,2305,1879,426
2018-05-31,6147,2770,2356,414
2018-05-31,6148,3128,2773,355
2018-05-31,6149,1278,1129,149
2018-05-31,6150,1933,1675,258
2018-05-31,6151,2333,2020,313
2018-05-31,6152,3004,2665,339
2018-05-31,6153,1172,1041,131
2018-05-31,6154,4670,4244,426
2018-05-31,6155,3957,3470,487
2018-05-31,6156,1909,1726,183
2018-05-31,6157,3074,2578,496
2018-05-31,6158,1957,1800,157
2018-05-31,6159,1612,1412,200
2018-05-31,6160,1661,1541,120
2018-05-31,6161,1185,1075,110
2018-05-31,6162,688,613,75
2018-05-31,6163,3003,2615,388
2018-05-31,6164,2690,2384,306
2018-05-31,6165,2394,2001,393
2018-05-31,6166,2074,1877,197
2018-05-31,6167,1122,1023,99
2018-05-31,6168,1031,938,93
2018-05-31,6169,3651,3030,621
2018-05-31,6170,2018,1649,369
2018-05-31,6171,975,808,167
2018-05-31,6173,3621,3158,463
2018-05-31,6174,2944,2505,439
2018-05-31,6175,3359,2992,367
2018-05-31,6176,2051,1581,470
2018-05-31,6177,1782,1472,310
2018-05-31,6178,2882,2428,454
2018-05-31,6179,2642,2147,495
2018-05-31,6180,1384,1025,359
2018-05-31,6181,3300,2807,493
2018-05-31,6182,1598,1299,299
2018-05-31,6183,2451,2094,357
2018-05-31,6184,6266,5399,867
2018-05-31,6185,623,561,62
2018-05-31,6186,2073,1820,253
2018-05-31,6187,3109,2670,439
2018-05-31,6188,1374,1247,127
2018-05-31,6189,569,493,76
2018-05-31,6190,3062,2852,210
2018-05-31,6191,1453,1156,297
2018-05-31,6192,1376,1240,136
2018-05-31,6193,2736,2284,452
2018-05-31,6194,2718,2313,405
2018-05-31,6195,2382,2034,348
2018-05-31,6196,3016,2501,515
2018-05-31,6197,1362,1178,184
2018-05-31,6198,919,807,112
2018-05-31,6199,3265,2696,569
2018-05-31,6200,2024,1701,323
2018-05-31,6201,1959,1763,196
2018-05-31,6202,3789,3329,460
2018-05-31,6203,2547,2097,450
2018-05-31,6204,2640,2172,468
2018-05-31,6205,2509,2093,416
2018-05-31,6206,3581,3016,565
2018-05-31,6207,1259,1070,189
2018-05-31,6208,1717,1446,271
2018-05-31,6209,3309,2706,603
2018-05-31,6210,934,856,78
2018-05-31,6211,4045,3162,883
2018-05-31,6212,1929,1537,392
2018-05-31,6213,2903,2383,520
2018-05-31,6214,3357,2818,539
2018-05-31,6215,1679,1443,236
2018-05-31,6216,4622,3110,1512
2018-05-31,6217,2810,2287,523
2018-05-31,6218,1661,1405,256
2018-05-31,6219,1681,1419,262
2018-05-31,6220,2701,2346,355
2018-05-31,6221,5599,4865,734
2018-05-31,6222,1618,1327,291
2018-05-31,6223,3334,2540,794
2018-05-31,6224,2147,1753,394
2018-05-31,6225,2010,1688,322
2018-05-31,6226,630,585,45
2018-05-31,6227,4321,3655,666
2018-05-31,6228,898,725,173
2018-05-31,6229,1912,1662,250
2018-05-31,6230,2636,2114,522
2018-05-31,6231,971,802,169
2018-05-31,6232,1067,913,154
2018-05-31,6233,2975,2387,588
2018-05-31,6234,2373,1924,449
2018-05-31,6235,2216,1954,262
2018-05-31,6236,2007,1763,244
2018-05-31,6237,1392,1256,136
2018-05-31,6240,578,487,91
2018-05-31,6241,1551,1308,243
2018-05-31,6243,2051,1802,249
2018-05-31,6245,1081,941,140
2018-05-31,6246,1505,1267,238
2018-05-31,6247,1973,1632,341
2018-05-31,6248,4046,3432,614
2018-05-31,6249,1323,1123,200
2018-05-31,6250,2593,1983,610
2018-05-31,6251,716,570,146
2018-05-31,6252,1458,1256,202
2018-05-31,6253,1516,1334,182
2018-05-31,6254,1611,1400,211
2018-05-31,6255,2170,1965,205
2018-05-31,6257,1346,1165,181
2018-05-31,6258,2190,1881,309
2018-05-31,6259,1240,1067,173
2018-05-31,6260,1422,1173,249
2018-05-31,6261,1160,1034,126
2018-05-31,6262,1364,1218,146
2018-05-31,6263,692,612,80
2018-05-31,6264,953,876,77
2018-05-31,6265,581,523,58
2018-05-31,6266,1355,1170,185
2018-05-31,6267,1272,1104,168
2018-05-31,6268,1248,1109,139
2018-05-31,6269,486,402,84
2018-05-31,6270,977,874,103
2018-05-31,6271,2056,1764,292
2018-05-31,6272,739,666,73
2018-05-31,6273,665,594,71
2018-05-31,6274,1284,1196,88
2018-05-31,6275,968,891,77
2018-05-31,6276,905,811,94
2018-05-31,6277,538,479,59
2018-05-31,6278,534,488,46
2018-05-31,6279,592,522,70
2018-05-31,6280,2914,2426,488
2018-05-31,6281,1292,1181,111
2018-05-31,6301,792,636,156
2018-05-31,6302,810,646,164
2018-05-31,6303,501,430,71
2018-05-31,6304,526,449,77
2018-05-31,6305,770,638,132
2018-05-31,6306,2070,1846,224
2018-05-31,6307,2329,1995,334
2018-05-31,6309,709,648,61
2018-05-31,6310,1780,1418,362
2018-05-31,6311,1161,1017,144
2018-05-31,6312,626,489,137
2018-05-31,6313,991,757,234
2018-05-31,6314,1438,1288,150
2018-05-31,6315,1398,1137,261
2018-05-31,6316,1717,1263,454
2018-05-31,6321,2267,1923,344
2018-05-31,6322,426,365,61
2018-05-31,6323,459,384,75
2018-05-31,6324,635,548,87
2018-05-31,6327,907,812,95
2018-05-31,6328,1069,936,133
2018-05-31,6329,798,737,61
2018-05-31,6330,832,740,92
2018-05-31,6331,701,611,90
2018-05-31,6332,624,539,85
2018-05-31,6333,580,535,45
2018-05-31,6334,1538,1391,147
2018-05-31,6335,912,797,115
2018-05-31,6336,760,662,98
2018-05-31,6338,901,807,94
2018-05-31,6339,643,573,70
2018-05-31,6340,1008,894,114
2018-05-31,6341,1028,892,136
2018-05-31,6343,901,820,81
2018-05-31,6344,1865,1572,293
2018-05-31,6345,461,401,60
2018-05-31,6346,268,215,53
2018-05-31,6347,648,558,90
2018-05-31,6349,798,649,149
2018-05-31,6350,953,831,122
2018-05-31,6354,809,683,126
2018-05-31,6355,677,593,84
2018-05-31,6356,637,542,95
2018-05-31,6357,563,511,52
2018-05-31,6358,672,602,70
2018-05-31,6359,1935,1373,562
2018-05-31,6360,923,829,94
2018-05-31,6361,976,838,138
2018-05-31,6362,955,852,103
2018-05-31,6363,557,494,63
2018-05-31,6364,1189,1019,170
2018-05-31,6366,825,682,143
2018-05-31,6367,705,624,81
2018-05-31,6368,1344,1154,190
2018-05-31,6369,747,578,169
2018-05-31,6370,711,643,68
2018-05-31,6371,1655,1403,252
2018-05-31,6372,1629,1320,309
2018-05-31,6373,763,671,92
2018-05-31,6374,570,493,77
2018-05-31,6375,1534,1315,219
2018-05-31,6376,637,554,83
2018-05-31,6377,950,870,80
2018-05-31,6379,23,21,2
2018-05-31,6380,677,603,74
2018-05-31,6381,1799,1635,164
2018-05-31,6383,803,680,123
2018-05-31,6384,627,560,67
2018-05-31,6385,1503,1366,137
2018-05-31,6386,1443,1227,216
2018-05-31,6387,1806,1581,225
2018-05-31,6388,617,562,55
2018-05-31,6389,1447,1255,192
2018-05-31,6391,1616,1412,204
2018-05-31,6393,1459,1271,188
2018-05-31,6394,1837,1611,226
2018-05-31,6395,1836,1451,385
2018-05-31,6396,2001,1612,389
2018-05-31,6397,1209,1029,180
2018-05-31,6398,870,796,74
2018-05-31,6401,1560,1260,300
2018-05-31,6402,1528,1154,374
2018-05-31,6403,1039,853,186
2018-05-31,6404,378,266,112
2018-05-31,6405,1535,1179,356
2018-05-31,6406,4811,2767,2044
2018-05-31,6407,877,746,131
2018-05-31,6408,1154,1045,109
2018-05-31,6409,447,398,49
2018-05-31,6410,861,770,91
2018-05-31,6411,3272,2633,639
2018-05-31,6412,562,476,86
2018-05-31,6413,2295,2038,257
2018-05-31,6414,544,477,67
2018-05-31,6415,648,569,79
2018-05-31,6416,602,537,65
2018-05-31,6417,687,613,74
2018-05-31,6418,1948,1749,199
2018-05-31,6419,401,302,99
2018-05-31,6420,800,650,150
2018-05-31,6421,1130,997,133
2018-05-31,6422,331,301,30
2018-05-31,6423,671,583,88
2018-05-31,6424,880,756,124
2018-05-31,6425,1360,986,374
2018-05-31,6426,1589,1457,132
2018-05-31,6427,1583,1322,261
2018-05-31,6428,521,331,190
2018-05-31,6429,700,518,182
2018-05-31,6432,2474,2049,425
2018-05-31,6433,928,816,112
2018-05-31,6434,1882,1566,316
2018-05-31,6435,1231,979,252
2018-05-31,6436,700,554,146
2018-05-31,6501,1892,534,1358
2018-05-31,6502,766,293,473
2018-05-31,6503,1684,1422,262
2018-05-31,6504,460,141,319
2018-05-31,6700,625,515,110
2018-05-31,6701,339,248,91
2018-05-31,6702,398,365,33
2018-05-31,6703,1526,968,558
2018-05-31,6704,683,580,103
2018-05-31,6705,419,362,57
2018-05-31,6706,662,583,79
2018-05-31,6707,690,616,74
2018-05-31,6708,1228,881,347
2018-05-31,6709,693,605,88
2018-05-31,6710,442,366,76
2018-05-31,6711,608,542,66
2018-05-31,6712,387,269,118
2018-05-31,6713,375,316,59
2018-05-31,6714,241,152,89
2018-05-31,6715,773,532,241
2018-05-31,6716,246,209,37
2018-05-31,6717,390,313,77
2018-05-31,6718,672,576,96
2018-05-31,6719,361,289,72
2018-05-31,6720,677,631,46
2018-05-31,6721,304,266,38
2018-05-31,6722,328,277,51
2018-05-31,6723,502,451,51
2018-05-31,6724,1170,784,386
2018-05-31,6725,653,550,103
2018-05-31,6726,215,183,32
2018-05-31,6727,1418,1180,238
2018-05-31,6728,230,173,57
2018-05-31,6729,3749,2987,762
2018-05-31,6730,360,285,75
2018-05-31,6731,631,438,193
2018-05-31,6732,792,685,107
2018-05-31,6733,2130,1819,311
2018-05-31,6734,1064,954,110
2018-05-31,6735,533,476,57
2018-05-31,6736,252,193,59
2018-05-31,6737,606,520,86
2018-05-31,6738,1290,1128,162
2018-05-31,6739,195,179,16
2018-05-31,6741,1066,835,231
2018-05-31,6742,1051,796,255
2018-05-31,6743,486,401,85
2018-05-31,6744,550,487,63
2018-05-31,6745,2295,1894,401
2018-05-31,6746,520,411,109
2018-05-31,6747,1237,1066,171
2018-05-31,6748,3008,2443,565
2018-05-31,6749,1154,863,291
2018-05-31,6750,2114,1826,288
2018-05-31,6752,850,739,111
2018-05-31,6753,454,416,38
2018-05-31,6754,193,168,25
2018-05-31,6901,1496,1118,378
2018-05-31,6902,1782,1608,174
2018-05-31,6903,2757,2239,518
2018-05-31,6904,1068,950,118
2018-05-31,6905,936,815,121
2018-05-31,6906,2999,2745,254
2018-05-31,6907,2675,2369,306
2018-05-31,6908,1826,1619,207
2018-05-31,6910,2933,2570,363
2018-05-31,6912,1189,1083,106
2018-05-31,6913,1632,1457,175
2018-05-31,6915,1730,1453,277
2018-05-31,6916,835,714,121
2018-05-31,6917,421,384,37
2018-05-31,6918,724,637,87
2018-05-31,6919,544,500,44
2018-05-31,6921,1711,1506,205
2018-05-31,6923,1199,1099,100
2018-05-31,6924,663,560,103
2018-05-31,6925,934,870,64
2018-05-31,6926,1660,1452,208
2018-05-31,6927,1403,1098,305
2018-05-31,6928,306,260,46
2018-05-31,6929,870,785,85
2018-05-31,6930,630,562,68
2018-05-31,7001,810,611,199
2018-05-31,7002,296,260,36
2018-05-31,7003,266,250,16
2018-05-31,7004,350,305,45
2018-05-31,7005,294,251,43
2018-05-31,7006,314,272,42
2018-05-31,7007,754,539,215
2018-05-31,7008,542,469,73
2018-05-31,7009,92,71,21
2018-05-31,7010,224,179,45
2018-05-31,7011,562,498,64
2018-05-31,7012,1252,1024,228
2018-05-31,7013,546,457,89
2018-05-31,7014,482,358,124
2018-05-31,7015,692,365,327
2018-05-31,7016,225,192,33
2018-05-31,7017,674,585,89
2018-05-31,7018,506,395,111
2018-05-31,7019,1857,1731,126
2018-05-31,7020,570,522,48
2018-05-31,7021,996,910,86
2018-05-31,7022,1025,830,195
2018-05-31,7023,225,202,23
2018-05-31,7024,787,724,63
2018-05-31,7025,792,718,74
2018-05-31,7026,1916,1771,145
2018-05-31,7027,895,815,80
2018-05-31,7028,1798,1642,156
2018-05-31,7029,1120,997,123
2018-05-31,7030,888,781,107
2018-05-31,7031,1656,1459,197
2018-05-31,7032,2974,2626,348
2018-05-31,7033,1910,1641,269
2018-05-31,7035,840,750,90
2018-05-31,7036,1033,871,162
2018-05-31,7037,1258,1086,172
2018-05-31,7038,1464,1217,247
2018-05-31,7039,791,711,80
2018-05-31,7040,1522,1318,204
2018-05-31,7041,684,575,109
2018-05-31,7042,1013,936,77
2018-05-31,7043,636,592,44
2018-05-31,7044,214,174,40
2018-05-31,7045,1685,1293,392
2018-05-31,7046,432,370,62
2018-05-31,7047,2731,2168,563
2018-05-31,7048,464,281,183
2018-05-31,7049,1050,938,112
2018-05-31,7050,792,617,175
2018-05-31,7051,154,119,35
2018-05-31,7052,954,831,123
2018-05-31,7053,961,749,212
2018-05-31,7054,1239,825,414
2018-05-31,7055,1134,901,233
2018-05-31,7056,421,382,39
2018-05-31,7057,833,709,124
2018-05-31,7058,911,770,141
2018-05-31,7059,353,326,27
2018-05-31,7060,39,32,7
2018-05-31,7061,876,753,123
2018-05-31,7062,772,696,76
2018-05-31,7063,614,533,81
2018-05-31,7064,497,457,40
2018-05-31,7065,971,852,119
2018-05-31,7066,1824,1350,474
2018-05-31,7067,1429,1160,269
2018-05-31,7068,1791,1176,615
2018-05-31,7069,1320,1216,104
2018-05-31,7070,995,880,115
2018-05-31,7071,1793,1509,284
2018-05-31,7072,1405,1157,248
2018-05-31,7073,1055,899,156
2018-05-31,7074,1428,1281,147
2018-05-31,7075,131,98,33
2018-05-31,7076,1923,1692,231
2018-05-31,7077,681,537,144
2018-05-31,7078,723,629,94
2018-05-31,7079,1168,984,184
2018-05-31,7080,1774,1607,167
2018-05-31,7081,767,662,105
2018-05-31,7083,1130,892,238
2018-05-31,7084,2072,1594,478
2018-05-31,10002,2694,2292,402
